turnoverNumber,buyTurnoverNumber,sellTurnoverNumber,sellQty,buyQty,buyVolUsd,sellVolUsd,volUsd
35.0,31.0,4.0,0,0,697000.73874,1309.18973019,698309.92847019
44.0,5.0,39.0,0,0,7382.10566,1084829.82751493,1092211.93317493
1.0,0.0,1.0,0,0,0.0,2264.95059,2264.95059
36.0,0.0,36.0,0,0,0.0,441636.25234,441636.25234
10.0,2.0,8.0,0,0,844.255,259318.07111996,260162.32611996
192.0,3.0,189.0,0,0,1333.17072,3320376.36419678,3321709.53491678
137.0,16.0,121.0,0,0,109909.31379,1773629.39298856,1883538.70677856
16.0,16.0,0.0,0,0,67820.76289,0.0,67820.76289
7.0,6.0,1.0,0,0,40264.66533,208.50304,40473.16837
29.0,4.0,25.0,0,0,6022.38648,164721.54655,170743.93303
8.0,8.0,0.0,0,0,145387.96509,0.0,145387.96509
23.0,20.0,3.0,0,0,202990.17312,298931.199,501921.37212
5.0,4.0,1.0,0,0,16786.89293,178.876,16965.76893
76.0,21.0,55.0,0,0,324012.76796,422279.13226,746291.90022
44.0,3.0,41.0,0,0,4776.57941,188088.00758,192864.58699
77.0,3.0,74.0,0,0,12006.7542,542752.68174,554759.43594
5.0,5.0,0.0,0,0,1039.804,0.0,1039.804
48.0,46.0,2.0,0,0,224701.80764063,326.36667,225028.17431063
88.0,80.0,8.0,0,0,376187.20453,10377.72893,386564.93346
74.0,61.0,13.0,0,0,555416.296554,71719.00883,627135.305384
27.0,15.0,12.0,0,0,26040.54539,37235.43431,63275.9797
65.0,51.0,14.0,0,0,384525.770858,71053.39702,455579.167878
82.0,3.0,79.0,0,0,8340.63806,520973.03878,529313.67684
86.0,83.0,3.0,0,0,922870.4216416,4322.517,927192.9386416
6.0,3.0,3.0,0,0,1676.45596,14089.5082,15765.96416
126.0,125.0,1.0,0,0,807980.0830517,730.844,808710.9270517
7.0,7.0,0.0,0,0,27455.67589,0.0,27455.67589
4.0,4.0,0.0,0,0,27686.18012,0.0,27686.18012
41.0,39.0,2.0,0,0,199226.14454,412.7565,199638.90104
6.0,3.0,3.0,0,0,4102.51884,635.1353,4737.65414
25.0,21.0,4.0,0,0,271528.905531,5484.851,277013.756531
63.0,58.0,5.0,0,0,409552.1603,6245.17247,415797.33277
5.0,5.0,0.0,0,0,113214.13675,0.0,113214.13675
20.0,11.0,9.0,0,0,95834.25079,6119.24767,101953.49846
33.0,22.0,11.0,0,0,164437.66282,64733.18723,229170.85005
50.0,50.0,0.0,0,0,440164.861997,0.0,440164.861997
56.0,54.0,2.0,0,0,276722.30323,731.44154,277453.74477
42.0,38.0,4.0,0,0,348503.96894,4718.45148,353222.42042
104.0,103.0,1.0,0,0,1936858.2240699,64.3762,1936922.6002699
15.0,11.0,4.0,0,0,48243.44388,17994.52125,66237.96513
10.0,0.0,10.0,0,0,0.0,170969.10879,170969.10879
3.0,2.0,1.0,0,0,5464.19103,597.922,6062.11303
32.0,5.0,27.0,0,0,23032.55502,451872.2742,474904.82922
20.0,8.0,12.0,0,0,47090.0751098,51995.97365928,99086.04876908
29.0,1.0,28.0,0,0,214.18956,223190.49604,223404.6856
4.0,3.0,1.0,0,0,2833.39236,69.864,2903.25636
6.0,6.0,0.0,0,0,67716.29739,0.0,67716.29739
12.0,10.0,2.0,0,0,27961.42579,25713.2776,53674.70339
1.0,0.0,1.0,0,0,0.0,2388.945,2388.945
,,,0,0,,,
84.0,84.0,0.0,0,0,714901.67171,0.0,714901.67171
200.0,198.0,2.0,0,0,3855194.21750475,16540.25721,3871734.47471475
178.0,168.0,10.0,0,0,2686263.42391123,26298.96442,2712562.38833123
37.0,10.0,27.0,0,0,22492.80052,617293.29255,639786.09307
8.0,8.0,0.0,0,0,4595.52382,0.0,4595.52382
20.0,15.0,5.0,0,0,21307.20982,1205.82846,22513.03828
534.0,533.0,1.0,0,0,5877592.64763521,202.38793,5877795.03556521
23.0,11.0,12.0,0,0,46029.9478,71845.49896,117875.44676
87.0,85.0,2.0,0,0,316191.24537602,9354.0512,325545.29657602
44.0,4.0,40.0,0,0,4983.87436,539004.07201,543987.94637
14.0,14.0,0.0,0,0,167621.26125,0.0,167621.26125
124.0,97.0,27.0,0,0,524670.61536176,114013.78063,638684.39599176
37.0,35.0,2.0,0,0,276214.51092,880.73585911,277095.24677911
12.0,10.0,2.0,0,0,16722.02198,747.05,17469.07198
61.0,56.0,5.0,0,0,914021.61235,14910.19484,928931.80719
149.0,140.0,9.0,0,0,1076878.0376417,22222.57628,1099100.6139217
263.0,15.0,248.0,0,0,99329.65127,4689873.66551002,4789203.31678002
29.0,21.0,8.0,0,0,90308.33241,8215.19222,98523.52463
20.0,3.0,17.0,0,0,6329.92213,38954.82521,45284.74734
33.0,31.0,2.0,0,0,58923.40333,1034.027,59957.43033
391.0,380.0,11.0,0,0,3729402.26227356,95048.59176,3824450.85403356
44.0,9.0,35.0,0,0,36000.42544,100147.48189,136147.90733
28.0,1.0,27.0,0,0,1001.1854,86657.34474,87658.53014
58.0,8.0,50.0,0,0,4712.41541,2646480.71113,2651193.12654
220.0,1.0,219.0,0,0,321.8202,2881615.98085375,2881937.80105375
68.0,66.0,2.0,0,0,1768345.11625,10867.0538,1779212.17005
154.0,145.0,9.0,0,0,3888857.43962272,13090.18444,3901947.62406272
44.0,28.0,16.0,0,0,72023.96058,97050.55117,169074.51175
68.0,26.0,42.0,0,0,65076.48713,575560.61818,640637.10531
26.0,2.0,24.0,0,0,6351.765,226418.54782,232770.31282
8.0,4.0,4.0,0,0,18081.8787,21238.31591,39320.19461
72.0,4.0,68.0,0,0,22657.29222,697568.98179,720226.27401
68.0,12.0,56.0,0,0,151871.68673,1052550.52717,1204422.2139
11.0,7.0,4.0,0,0,34470.47866,28148.00747,62618.48613
7.0,6.0,1.0,0,0,37260.64175,74.8976,37335.53935
36.0,31.0,5.0,0,0,102069.58243,1781.92496,103851.50739
52.0,50.0,2.0,0,0,203365.44979,57194.73,260560.17979
109.0,104.0,5.0,0,0,327348.7412468,19477.1804,346825.9216468
9.0,7.0,2.0,0,0,15551.69546,433.34406,15985.03952
127.0,122.0,5.0,0,0,771876.60493,61839.8028,833716.40773
149.0,87.0,62.0,0,0,569864.7380672,943143.39159,1513008.1296572
145.0,138.0,7.0,0,0,902179.96454173,5013.47084,907193.43538173
50.0,16.0,34.0,0,0,28563.36531,41497.12581,70060.49112
102.0,16.0,86.0,0,0,37299.95884,694572.61116,731872.57
53.0,9.0,44.0,0,0,10411.43101,230064.26814,240475.69915
51.0,12.0,39.0,0,0,723928.79015,143141.96965,867070.7598
56.0,54.0,2.0,0,0,393235.34962,2291.39352,395526.74314
16.0,3.0,13.0,0,0,5437.68947,882570.20633,888007.8958
,,,0,0,,,
